emp_no,first_name,last_name,title,from_date,to_date
36088,Conor,Gajiwala,Senior Staff,1997-03-27,9999-01-01
36088,Conor,Gajiwala,Staff,1990-03-27,1997-03-27
36101,Vojin,Beerel,Engineer,1990-03-11,1999-03-11
36101,Vojin,Beerel,Senior Engineer,1999-03-11,9999-01-01
36189,Masaru,Harllee,Senior Engineer,1995-11-11,9999-01-01
36190,Luerbio,Bresenham,Senior Staff,2000-07-15,9999-01-01
36190,Luerbio,Bresenham,Staff,1995-07-16,2000-07-15
36197,Adamantios,Eppinger,Senior Staff,1996-10-05,9999-01-01
36197,Adamantios,Eppinger,Staff,1990-10-06,1996-10-05
36213,Vidar,Nitto,Senior Staff,1999-02-16,9999-01-01
36213,Vidar,Nitto,Staff,1991-02-16,1999-02-16
36223,Fuqing,Cooley,Engineer,1995-02-25,2002-02-25
36223,Fuqing,Cooley,Senior Engineer,2002-02-25,9999-01-01
36225,Barton,Vecchio,Staff,1999-11-25,2002-01-17
36230,Khatoun,Borovoy,Senior Staff,1990-06-26,9999-01-01
36235,Rajmohan,Rebaine,Engineer,1994-04-14,1999-04-14
36235,Rajmohan,Rebaine,Senior Engineer,1999-04-14,9999-01-01
36236,Siamak,Rubsam,Engineer,1989-11-28,1998-11-28
36236,Siamak,Rubsam,Senior Engineer,1998-11-28,9999-01-01
36356,Susumu,Alblas,Senior Staff,1998-06-25,9999-01-01
36356,Susumu,Alblas,Staff,1991-06-25,1998-06-25
36357,Yongdong,Rohrbach,Senior Staff,1998-11-29,9999-01-01
36357,Yongdong,Rohrbach,Staff,1992-11-29,1998-11-29
36360,Indrajit,Lichtman,Engineer,1998-04-27,1999-06-16
36362,Bartek,Munos,Senior Staff,2000-11-17,2001-10-03
36362,Bartek,Munos,Staff,1995-11-18,2000-11-17
36381,Chrisa,Auyong,Staff,1999-01-09,1999-10-28
36425,Yishay,Zedlitz,Assistant Engineer,1988-10-31,1996-10-31
36425,Yishay,Zedlitz,Engineer,1996-10-31,1999-06-21
36452,Rosita,Reeken,Assistant Engineer,1994-01-08,2001-01-08
36452,Rosita,Reeken,Engineer,2001-01-08,9999-01-01
36461,Baziley,Lorho,Senior Staff,1998-01-17,9999-01-01
36461,Baziley,Lorho,Staff,1991-01-17,1998-01-17
36464,Conor,Schlenzig,Engineer,1996-06-15,9999-01-01
36475,Tomoyuki,Khalid,Senior Staff,1999-07-22,9999-01-01
36475,Tomoyuki,Khalid,Staff,1991-07-22,1999-07-22
36514,Tru,Schlumberger,Engineer,1985-10-25,1990-01-27
36529,Toong,Bage,Staff,1998-01-20,9999-01-01
36547,Yefim,Schlegelmilch,Assistant Engineer,1992-08-01,1993-03-04
36557,Josyula,Journel,Technique Leader,1989-12-14,9999-01-01
36567,Insup,Gerteisen,Engineer,1995-03-11,9999-01-01
36590,Sanjai,Macedo,Assistant Engineer,1994-07-11,9999-01-01
36595,Khedija,Karlin,Senior Staff,1998-06-02,1998-06-07
36595,Khedija,Karlin,Staff,1993-06-02,1998-06-02
36603,Heon,Unno,Engineer,1990-09-14,1998-09-14
36603,Heon,Unno,Senior Engineer,1998-09-14,9999-01-01
36672,Niclas,Murtha,Engineer,1993-08-05,1998-08-05
36672,Niclas,Murtha,Senior Engineer,1998-08-05,9999-01-01
36679,Van,Pettit,Engineer,1990-07-01,1996-06-30
36679,Van,Pettit,Senior Engineer,1996-06-30,9999-01-01
36681,Tesuro,Gischer,Senior Staff,1995-10-31,9999-01-01
36681,Tesuro,Gischer,Staff,1990-10-31,1995-10-31
36688,Cristinel,Mateescu,Engineer,1996-01-08,2002-01-07
36688,Cristinel,Mateescu,Senior Engineer,2002-01-07,9999-01-01
36698,Aksel,Shackel,Senior Staff,1997-04-08,9999-01-01
36698,Aksel,Shackel,Staff,1988-04-08,1997-04-08
36708,Siddarth,Heydon,Engineer,1997-09-13,9999-01-01
36718,Amabile,Walston,Engineer,1987-12-26,1996-12-25
36718,Amabile,Walston,Senior Engineer,1996-12-25,9999-01-01
36738,Valeri,Haddadi,Senior Staff,1991-08-20,9999-01-01
36738,Valeri,Haddadi,Staff,1985-08-20,1991-08-20
36759,Gennady,Skafidas,Senior Engineer,1993-07-22,9999-01-01
36783,Gro,Bugrara,Staff,1999-01-26,9999-01-01
36810,Fox,Schach,Senior Staff,1993-03-07,9999-01-01
36810,Fox,Schach,Staff,1988-03-07,1993-03-07
36819,Tadahiro,Parveen,Senior Staff,1991-03-23,9999-01-01
36819,Tadahiro,Parveen,Staff,1986-03-23,1991-03-23
36837,Cullen,Comellas,Staff,1997-03-24,2001-04-17
36859,Lalit,Delgrande,Engineer,1986-04-24,1994-04-24
36859,Lalit,Delgrande,Senior Engineer,1994-04-24,9999-01-01
36870,Jianhao,Luff,Engineer,1988-11-19,1995-11-20
36870,Jianhao,Luff,Senior Engineer,1995-11-20,9999-01-01
36900,Zito,Peltason,Engineer,1991-05-22,2000-05-21
36900,Zito,Peltason,Senior Engineer,2000-05-21,9999-01-01
36915,Akemi,Ferriere,Assistant Engineer,1997-03-01,9999-01-01
36959,Morrie,Jenevein,Senior Staff,1995-05-06,9999-01-01
36959,Morrie,Jenevein,Staff,1986-05-06,1995-05-06
36967,Shigehiro,Kuzuoka,Senior Staff,1994-07-05,9999-01-01
36967,Shigehiro,Kuzuoka,Staff,1987-07-05,1994-07-05
36968,Shin,Siprelle,Staff,1998-02-03,9999-01-01
36986,Fabrizio,Lalonde,Engineer,1986-04-27,1992-04-26
36986,Fabrizio,Lalonde,Senior Engineer,1992-04-26,9999-01-01
36998,Phule,Maliniak,Staff,1999-03-14,2001-11-02
36999,Arunas,Range,Senior Staff,1994-05-21,9999-01-01
37012,Gaetan,Doering,Staff,1996-05-02,1999-05-30
37039,Dinah,Diderrich,Engineer,1997-06-27,9999-01-01
37045,Teruyuki,Gecsel,Senior Staff,1993-02-25,1993-10-14
37060,Somnath,Morrey,Senior Staff,1994-06-10,9999-01-01
37060,Somnath,Morrey,Staff,1985-06-10,1994-06-10
37064,Xinan,Rehfuss,Assistant Engineer,1990-06-06,1995-06-06
37064,Xinan,Rehfuss,Engineer,1995-06-06,2000-06-05
37064,Xinan,Rehfuss,Senior Engineer,2000-06-05,9999-01-01
37068,Xiaoqiang,Delgrande,Senior Staff,1993-03-20,9999-01-01
37068,Xiaoqiang,Delgrande,Staff,1988-03-20,1993-03-20
37072,Irena,Matzat,Engineer,1992-03-25,1997-03-25
37072,Irena,Matzat,Senior Engineer,1997-03-25,9999-01-01
37080,Mircea,Shihab,Senior Engineer,1995-04-27,9999-01-01
37100,Jaber,Waeselynck,Senior Engineer,1992-05-09,9999-01-01
37119,Takushi,Wixon,Senior Staff,1998-12-27,9999-01-01
37119,Takushi,Wixon,Staff,1992-12-27,1998-12-27
37120,Kasidit,Masada,Assistant Engineer,1987-02-13,1994-02-13
37120,Kasidit,Masada,Engineer,1994-02-13,2001-02-13
37120,Kasidit,Masada,Senior Engineer,2001-02-13,9999-01-01
37179,Khun,Eterovic,Senior Staff,2001-07-07,9999-01-01
37179,Khun,Eterovic,Staff,1995-07-08,2001-07-07
37180,Arup,Rebaine,Senior Staff,1987-12-21,1988-06-20
37194,Zita,Beutelspacher,Senior Staff,1995-06-04,9999-01-01
37194,Zita,Beutelspacher,Staff,1990-06-04,1995-06-04
37217,Nathalie,Luit,Senior Staff,1994-12-24,2000-05-10
37217,Nathalie,Luit,Staff,1988-12-24,1994-12-24
37231,Vidya,Leonhardt,Senior Staff,1988-05-16,9999-01-01
37265,Bokyung,Ellozy,Engineer,1988-12-22,1995-12-23
37265,Bokyung,Ellozy,Senior Engineer,1995-12-23,9999-01-01
37280,Nathan,Nyanchama,Staff,1999-02-21,9999-01-01
37281,Gita,Fontan,Senior Staff,1995-05-28,9999-01-01
37281,Gita,Fontan,Staff,1989-05-28,1995-05-28
37295,Toshimitsu,Zizka,Senior Staff,1998-03-27,9999-01-01
37295,Toshimitsu,Zizka,Staff,1990-03-27,1998-03-27
37308,Iara,Beerel,Senior Staff,1993-10-13,9999-01-01
37312,Arie,Gecsei,Senior Staff,1994-05-25,9999-01-01
37312,Arie,Gecsei,Staff,1987-05-25,1994-05-25
37341,Shimshon,Bonifati,Senior Engineer,1989-12-01,1995-09-27
37353,Wayne,Ghemri,Senior Staff,2002-01-10,9999-01-01
37353,Wayne,Ghemri,Staff,1995-01-10,2002-01-10
37372,Dietrich,Peot,Senior Staff,1992-03-05,9999-01-01
37372,Dietrich,Peot,Staff,1987-03-06,1992-03-05
37388,Ziya,Ramamoorthy,Senior Engineer,1989-05-22,9999-01-01
37389,Shuzo,Ghandeharizadeh,Senior Staff,2000-06-01,9999-01-01
37389,Shuzo,Ghandeharizadeh,Staff,1995-06-02,2000-06-01
37396,Leszek,Siegrist,Engineer,1995-10-17,9999-01-01
37401,Tran,Sichman,Engineer,1997-06-15,2002-07-15
37406,Rildo,Cincotta,Assistant Engineer,1992-12-24,2001-12-24
37406,Rildo,Cincotta,Engineer,2001-12-24,9999-01-01
37407,Danae,Cochrane,Engineer,1994-07-19,2001-07-19
37407,Danae,Cochrane,Senior Engineer,2001-07-19,9999-01-01
37412,Hairong,Koyama,Engineer,1999-08-14,9999-01-01
37413,Jagoda,Gill,Assistant Engineer,1987-05-11,1993-05-10
37413,Jagoda,Gill,Engineer,1993-05-10,1999-05-10
37413,Jagoda,Gill,Senior Engineer,1999-05-10,9999-01-01
37426,Masaki,Farrag,Staff,1988-02-06,1989-08-31
37432,Gino,Dichev,Senior Staff,1993-07-13,9999-01-01
37432,Gino,Dichev,Staff,1986-07-13,1993-07-13
37442,Subhada,Lipner,Senior Staff,1993-07-27,9999-01-01
37442,Subhada,Lipner,Staff,1988-07-27,1993-07-27
37454,KayLiang,Bernardeschi,Staff,1999-01-24,9999-01-01
37461,Nimmagadda,McClure,Engineer,1991-06-01,1996-05-31
37461,Nimmagadda,McClure,Senior Engineer,1996-05-31,2001-12-29
37469,Nikolaos,Servi,Senior Staff,1991-06-24,9999-01-01
37470,Moni,Schwabacher,Technique Leader,1995-11-17,9999-01-01
37473,Prasadram,Valette,Senior Staff,1999-02-16,9999-01-01
37473,Prasadram,Valette,Staff,1994-02-16,1999-02-16
37486,Hugo,Kohling,Staff,1988-09-12,1997-01-21
37523,Giordano,Bazelow,Engineer,1996-05-31,2001-05-31
37523,Giordano,Bazelow,Senior Engineer,2001-05-31,9999-01-01
37546,Debaprosad,Menhardt,Senior Engineer,1991-12-16,9999-01-01
37568,Youngkon,Busillo,Staff,1994-08-10,9999-01-01
37577,Mansur,Narwekar,Senior Staff,1990-09-19,9999-01-01
37577,Mansur,Narwekar,Staff,1985-09-19,1990-09-19
37582,Douadi,Lipner,Engineer,1998-10-25,9999-01-01
37620,Xinyu,Morton,Senior Staff,1993-03-29,9999-01-01
37620,Xinyu,Morton,Staff,1986-03-29,1993-03-29
37627,Jasminko,Ladret,Senior Staff,1992-08-21,9999-01-01
37637,Maja,Rabehasaina,Senior Staff,1996-11-03,9999-01-01
37637,Maja,Rabehasaina,Staff,1991-11-04,1996-11-03
37642,Salvador,Vilarrasa,Engineer,1991-04-11,1999-04-11
37642,Salvador,Vilarrasa,Senior Engineer,1999-04-11,9999-01-01
37647,Rosalyn,Baalen,Senior Engineer,1994-10-26,2002-01-16
37648,Sreenivas,Luef,Staff,1998-07-14,9999-01-01
37669,Masato,Perng,Engineer,1990-11-20,1997-11-20
37669,Masato,Perng,Senior Engineer,1997-11-20,9999-01-01
37674,Vitali,Sinitsyn,Senior Staff,2000-05-24,9999-01-01
37674,Vitali,Sinitsyn,Staff,1993-05-24,2000-05-24
37680,Shalesh,McDermid,Senior Staff,1997-06-05,9999-01-01
37680,Shalesh,McDermid,Staff,1990-06-05,1997-06-05
37777,Gaurav,Vidal,Engineer,1986-05-03,1991-05-03
37777,Gaurav,Vidal,Senior Engineer,1991-05-03,9999-01-01
37794,Parke,Driscoll,Engineer,1994-07-15,2002-07-15
37794,Parke,Driscoll,Senior Engineer,2002-07-15,9999-01-01
37807,Apostol,Douceur,Engineer,1989-03-04,1998-03-04
37807,Apostol,Douceur,Senior Engineer,1998-03-04,9999-01-01
37813,Paddy,Kamble,Senior Staff,1993-02-02,9999-01-01
37813,Paddy,Kamble,Staff,1986-02-02,1993-02-02
37838,Janche,Wuwongse,Staff,1997-02-12,1999-11-27
37852,Christophe,Lunt,Engineer,1986-09-04,1993-09-04
37852,Christophe,Lunt,Senior Engineer,1993-09-04,9999-01-01
37855,Yinlin,Loncour,Senior Staff,1986-03-19,1986-12-14
37862,Barun,Masaki,Senior Staff,1991-04-29,9999-01-01
37862,Barun,Masaki,Staff,1986-04-29,1991-04-29
37863,Mong,Swan,Senior Engineer,1994-12-21,1998-03-29
37871,Bernice,Reghbati,Engineer,1996-02-27,9999-01-01
37881,Sedat,Falster,Senior Staff,1990-02-05,9999-01-01
37881,Sedat,Falster,Staff,1985-02-05,1990-02-05
37884,Mikhail,Butterworth,Senior Staff,1997-08-14,9999-01-01
37884,Mikhail,Butterworth,Staff,1989-08-14,1997-08-14
37896,Kristinn,Hebert,Engineer,1997-06-12,9999-01-01
37907,Karlis,Varker,Senior Engineer,1993-08-28,9999-01-01
37924,Holgard,Hatcliff,Engineer,1993-07-06,1998-07-06
37924,Holgard,Hatcliff,Senior Engineer,1998-07-06,9999-01-01
37931,Hercules,Iwayama,Senior Engineer,1992-12-30,9999-01-01
37937,Xiahua,Pero,Senior Staff,1987-08-09,9999-01-01
37970,Cathie,Woycyznski,Senior Staff,1993-02-07,9999-01-01
37970,Cathie,Woycyznski,Staff,1985-02-07,1993-02-07
37978,Ortrud,Rando,Engineer,1993-09-14,9999-01-01
37985,Gian,Denna,Engineer,1991-04-18,2000-04-17
37985,Gian,Denna,Senior Engineer,2000-04-17,9999-01-01
37987,Nadjib,Orsini,Engineer,1989-05-06,1996-06-01
37988,Lucian,Naumovich,Engineer,1998-04-03,9999-01-01
38014,Nigel,Scallan,Senior Staff,1996-07-19,9999-01-01
38014,Nigel,Scallan,Staff,1988-07-19,1996-07-19
38057,Nadjib,Velardi,Senior Staff,2000-04-19,9999-01-01
38057,Nadjib,Velardi,Staff,1992-04-19,2000-04-19
38076,Kiyotoshi,Flowers,Staff,1995-12-27,9999-01-01
38078,Ramalingam,Plesums,Technique Leader,1989-12-22,1998-08-22
38083,Evgueni,Farrel,Assistant Engineer,1988-01-28,1996-01-28
38083,Evgueni,Farrel,Engineer,1996-01-28,2001-12-16
38117,Stevo,Hiraishi,Senior Staff,1996-02-06,9999-01-01
38117,Stevo,Hiraishi,Staff,1988-02-06,1996-02-06
38128,Udo,Gajiwala,Technique Leader,1986-02-15,1999-08-19
38134,Hatim,Middleton,Staff,1999-09-01,9999-01-01
38139,Dmitry,Oaver,Engineer,1989-03-21,1991-11-09
38174,Xiaobin,Peron,Senior Staff,1996-04-04,9999-01-01
38174,Xiaobin,Peron,Staff,1989-04-05,1996-04-04
38184,Irene,Carrere,Senior Staff,2001-05-14,9999-01-01
38184,Irene,Carrere,Staff,1994-05-14,2001-05-14
38190,Jovan,Mundy,Engineer,1990-02-03,1990-03-03
38191,Huei,Suomi,Senior Staff,1991-12-29,9999-01-01
38191,Huei,Suomi,Staff,1986-12-29,1991-12-29
38201,Anoosh,Erdi,Senior Engineer,1990-06-10,9999-01-01
38204,Jianwen,Azadmanesh,Senior Staff,1985-10-20,9999-01-01
38220,Maya,Terkki,Staff,1997-03-23,9999-01-01
38224,Ottavia,Kavvadias,Engineer,1990-07-02,1999-07-02
38224,Ottavia,Kavvadias,Senior Engineer,1999-07-02,9999-01-01
38227,Abdelghani,Crabtree,Senior Engineer,1997-09-13,9999-01-01
38230,Garnik,McDermid,Engineer,1993-10-04,9999-01-01
38245,Foong,Gaughan,Engineer,1996-09-22,9999-01-01
38251,Hatim,Birge,Staff,1999-10-24,9999-01-01
38267,Abdelghani,Armand,Engineer,1997-03-25,2002-03-25
38267,Abdelghani,Armand,Senior Engineer,2002-03-25,9999-01-01
38270,Nirmal,Hiyoshi,Engineer,1988-03-20,1993-03-20
38270,Nirmal,Hiyoshi,Senior Engineer,1993-03-20,9999-01-01
38305,Tomoyuki,Bauknecht,Engineer,1993-07-26,1999-07-26
38305,Tomoyuki,Bauknecht,Senior Engineer,1999-07-26,9999-01-01
38307,Marlo,Jording,Senior Staff,1987-07-23,9999-01-01
38317,Gal,Markovitch,Engineer,1986-07-25,1995-07-25
38317,Gal,Markovitch,Senior Engineer,1995-07-25,1997-02-12
38320,Fox,Rabejac,Engineer,1988-06-21,1995-06-22
38320,Fox,Rabejac,Senior Engineer,1995-06-22,9999-01-01
38323,Kiyotoshi,Keirsey,Senior Engineer,1996-02-23,9999-01-01
38328,Richard,Muhlberg,Senior Staff,1991-08-24,9999-01-01
38328,Richard,Muhlberg,Staff,1986-08-24,1991-08-24
38354,Serap,Klyachko,Engineer,1986-06-04,1991-06-04
38354,Serap,Klyachko,Senior Engineer,1991-06-04,1993-05-12
38358,Xinglin,Gils,Staff,1995-11-10,9999-01-01
38363,Danny,Cardazo,Assistant Engineer,1990-08-18,1996-08-17
38363,Danny,Cardazo,Engineer,1996-08-17,9999-01-01
38385,Karoline,Brickell,Engineer,1995-08-28,9999-01-01
38386,Mabhin,Keustermans,Senior Staff,2000-09-18,9999-01-01
38386,Mabhin,Keustermans,Staff,1994-09-19,2000-09-18
38399,Marsha,Ramalingam,Engineer,1997-08-30,2001-11-03
38416,Xinglin,Boyle,Assistant Engineer,1991-05-08,1996-05-07
38416,Xinglin,Boyle,Engineer,1996-05-07,2001-05-07
38416,Xinglin,Boyle,Senior Engineer,2001-05-07,9999-01-01
38435,Tran,Conti,Technique Leader,1993-12-10,9999-01-01
38451,Abdelkader,Decleir,Engineer,1992-01-28,2000-01-28
38451,Abdelkader,Decleir,Senior Engineer,2000-01-28,9999-01-01
38472,Masadi,Winter,Senior Staff,1993-06-04,9999-01-01
38472,Masadi,Winter,Staff,1985-06-04,1993-06-04
38473,Lena,Onuegbe,Engineer,1995-01-25,2000-01-25
38473,Lena,Onuegbe,Senior Engineer,2000-01-25,9999-01-01
38479,Stamatina,Dehkordi,Engineer,1996-06-18,9999-01-01
38480,Yuriy,Zaccaria,Engineer,1987-12-28,1996-12-27
38480,Yuriy,Zaccaria,Senior Engineer,1996-12-27,9999-01-01
38482,Ziva,Munch,Technique Leader,1998-10-24,9999-01-01
38485,Kiyomitsu,Kavanagh,Engineer,1987-07-06,1992-07-05
38485,Kiyomitsu,Kavanagh,Senior Engineer,1992-07-05,9999-01-01
38491,Jiong,Bojadziev,Staff,1994-05-02,2000-01-20
38603,Weijing,Farrag,Assistant Engineer,1991-04-11,1997-04-10
38603,Weijing,Farrag,Engineer,1997-04-10,9999-01-01
38611,Baoqiu,Wossner,Senior Engineer,1991-03-16,9999-01-01
38617,Renee,Herber,Staff,1997-09-19,9999-01-01
38618,Houman,Ibel,Senior Staff,2001-10-13,9999-01-01
38618,Houman,Ibel,Staff,1995-10-14,2001-10-13
38619,Avishai,Pena,Staff,1999-11-14,9999-01-01
38625,Aleksander,Deyuan,Staff,1995-11-05,9999-01-01
38653,Collette,Pluym,Engineer,1991-08-17,1994-02-27
38677,Teiji,Trumbly,Staff,1987-05-02,1987-06-28
38684,Remmert,Krzyzanowski,Senior Staff,1989-12-27,9999-01-01
38696,Keiichiro,Leppanen,Senior Staff,1992-08-31,9999-01-01
38701,Kristian,Irland,Engineer,1986-07-10,1995-07-10
38701,Kristian,Irland,Senior Engineer,1995-07-10,9999-01-01
38707,Constantine,Hitomi,Senior Staff,1995-11-12,9999-01-01
38707,Constantine,Hitomi,Staff,1988-11-11,1995-11-12
38715,Jianhua,Dayana,Engineer,1999-03-18,2001-10-31
38720,Kwan,Khalil,Engineer,1988-06-29,1996-06-29
38720,Kwan,Khalil,Senior Engineer,1996-06-29,9999-01-01
38740,Michaela,Matzat,Staff,1997-01-26,9999-01-01
38742,Sreenivas,Perna,Senior Engineer,1994-12-16,9999-01-01
38781,Eben,Khalil,Assistant Engineer,1990-06-17,1996-06-16
38781,Eben,Khalil,Engineer,1996-06-16,2001-06-05
38815,Ebbe,Staylopatis,Senior Staff,2000-09-17,9999-01-01
38815,Ebbe,Staylopatis,Staff,1995-09-18,2000-09-17
38816,Iara,Acton,Engineer,1994-09-21,2001-09-21
38816,Iara,Acton,Senior Engineer,2001-09-21,9999-01-01
38827,Syozo,Erol,Engineer,1992-01-07,1999-01-07
38827,Syozo,Erol,Senior Engineer,1999-01-07,9999-01-01
38842,Alper,Mukaidono,Senior Engineer,1985-07-19,9999-01-01
38880,Hatsukazu,Kakkar,Engineer,1992-06-14,1997-06-14
38880,Hatsukazu,Kakkar,Senior Engineer,1997-06-14,2001-08-02
38921,Weiru,Papsdorf,Senior Staff,1990-07-05,1993-03-30
38921,Weiru,Papsdorf,Staff,1985-07-05,1990-07-05
38936,Mokhtar,Uehara,Engineer,1993-02-21,1998-02-21
38936,Mokhtar,Uehara,Senior Engineer,1998-02-21,9999-01-01
38941,Yurij,Turnbull,Engineer,1994-09-01,1999-09-01
38941,Yurij,Turnbull,Senior Engineer,1999-09-01,9999-01-01
38942,Danco,Xiaoshan,Senior Staff,1995-05-30,9999-01-01
38942,Danco,Xiaoshan,Staff,1987-05-30,1995-05-30
38951,Terresa,Rijckaert,Senior Staff,1988-10-29,9999-01-01
38990,Kazuhira,McFarlin,Engineer,1999-12-08,9999-01-01
39026,Yongmin,Etalle,Engineer,1987-08-09,1996-08-08
39026,Yongmin,Etalle,Senior Engineer,1996-08-08,2000-01-19
39031,Yagil,Schiettecatte,Senior Staff,2001-03-30,9999-01-01
39031,Yagil,Schiettecatte,Staff,1995-03-31,2001-03-30
39043,Kersti,Ferretti,Assistant Engineer,1986-01-08,1995-01-08
39043,Kersti,Ferretti,Engineer,1995-01-08,9999-01-01
39051,Tran,Madeira,Staff,1991-07-03,1996-01-28
39052,Debatosh,Kropatsch,Engineer,1993-08-25,1999-08-25
39052,Debatosh,Kropatsch,Senior Engineer,1999-08-25,9999-01-01
39072,Itzchak,Kavvadias,Senior Staff,2001-07-17,9999-01-01
39072,Itzchak,Kavvadias,Staff,1993-07-17,2001-07-17
39087,Marin,Luders,Engineer,1989-04-03,1997-04-02
39087,Marin,Luders,Senior Engineer,1997-04-02,9999-01-01
39092,Vojin,Butterworth,Engineer,1996-07-25,1996-11-14
39093,Vidya,Weedon,Technique Leader,1993-07-09,9999-01-01
39107,Cordelia,Markovitch,Engineer,1996-08-10,9999-01-01
39113,Janche,Aumann,Assistant Engineer,1986-10-22,1991-10-22
39113,Janche,Aumann,Engineer,1991-10-22,1996-10-21
39113,Janche,Aumann,Senior Engineer,1996-10-21,9999-01-01
39132,Uta,Massonet,Senior Staff,1997-10-21,9999-01-01
39132,Uta,Massonet,Staff,1990-10-21,1997-10-21
39138,Ashish,Jeansoulin,Senior Engineer,1992-04-05,9999-01-01
39143,Flemming,Salverda,Senior Staff,1994-09-18,9999-01-01
39143,Flemming,Salverda,Staff,1987-09-18,1994-09-18
39145,Dulce,Heystek,Senior Staff,2000-01-06,9999-01-01
39151,Stamatina,Erbe,Senior Staff,1995-07-07,9999-01-01
39151,Stamatina,Erbe,Staff,1986-07-07,1995-07-07
39163,Gretta,Esteva,Engineer,1992-11-21,1998-11-21
39163,Gretta,Esteva,Senior Engineer,1998-11-21,9999-01-01
39181,Gao,Einsfeld,Staff,1996-04-17,9999-01-01
39188,Apostol,Bresenham,Engineer,1987-10-04,1995-10-04
39188,Apostol,Bresenham,Senior Engineer,1995-10-04,9999-01-01
39222,Lokesh,Keirsey,Senior Staff,1999-03-28,9999-01-01
39222,Lokesh,Keirsey,Staff,1991-03-28,1999-03-28
39232,Genevieve,Baumann,Staff,1999-07-20,9999-01-01
39236,Faiza,Nivat,Staff,1991-10-26,1993-04-04
39237,Sugwoo,Fabrizio,Engineer,1990-12-12,1995-12-12
39237,Sugwoo,Fabrizio,Senior Engineer,1995-12-12,9999-01-01
39244,Sasan,Marrevee,Engineer,2000-01-13,9999-01-01
39262,Karoline,Vecchi,Engineer,1986-08-03,1994-08-03
39262,Karoline,Vecchi,Senior Engineer,1994-08-03,9999-01-01
39321,Arie,Wilfing,Engineer,1989-08-12,1995-08-12
39321,Arie,Wilfing,Senior Engineer,1995-08-12,9999-01-01
39331,Evgueni,Tramer,Senior Staff,1990-08-14,9999-01-01
39338,Leaf,Zuberek,Engineer,1990-10-04,1999-10-04
39338,Leaf,Zuberek,Senior Engineer,1999-10-04,9999-01-01
39363,Bingning,Hashii,Engineer,1996-09-03,9999-01-01
39368,Shigeo,Schaad,Engineer,1990-07-05,1995-07-05
39368,Shigeo,Schaad,Senior Engineer,1995-07-05,9999-01-01
39394,Maia,Makrucki,Engineer,1991-06-10,1998-06-10
39394,Maia,Makrucki,Senior Engineer,1998-06-10,9999-01-01
39426,Bluma,Tanemo,Engineer,1989-05-25,1995-05-25
39426,Bluma,Tanemo,Senior Engineer,1995-05-25,9999-01-01
39431,Phule,Thiran,Senior Staff,1997-08-18,9999-01-01
39431,Phule,Thiran,Staff,1990-08-18,1997-08-18
39439,Lidong,Domenig,Senior Staff,1998-06-01,2002-06-27
39439,Lidong,Domenig,Staff,1989-06-01,1998-06-01
39443,Weidon,Ratnaker,Senior Staff,1992-01-04,9999-01-01
39453,Hairong,Conti,Senior Staff,1996-12-17,9999-01-01
39462,Basil,Luit,Engineer,1985-09-29,1991-09-29
39462,Basil,Luit,Senior Engineer,1991-09-29,9999-01-01
39470,Henk,Veeraraghavan,Senior Staff,1994-01-16,1997-01-19
39474,Zorica,Kilgore,Senior Staff,1998-06-21,9999-01-01
39474,Zorica,Kilgore,Staff,1992-06-21,1998-06-21
39481,Mokhtar,Ratnakar,Engineer,1993-12-28,1999-12-28
39481,Mokhtar,Ratnakar,Senior Engineer,1999-12-28,2002-02-24
39497,Richara,Peck,Engineer,1996-08-22,9999-01-01
39506,Hatsukazu,Lubachevsky,Engineer,1989-04-29,1997-04-29
39506,Hatsukazu,Lubachevsky,Senior Engineer,1997-04-29,9999-01-01
39507,Theron,Bondorf,Engineer,1995-08-22,9999-01-01
39526,Sadok,Rouquie,Senior Engineer,1987-04-23,9999-01-01
39538,Szabolcs,Maraist,Senior Staff,2001-02-01,9999-01-01
39538,Szabolcs,Maraist,Staff,1995-02-02,2001-02-01
39543,Dekang,Schrift,Senior Staff,2001-06-13,9999-01-01
39543,Dekang,Schrift,Staff,1995-06-14,2001-06-13
39559,Youssef,Shobatake,Staff,1997-10-26,1997-12-02
39587,Irena,Hoppenstand,Assistant Engineer,1985-12-22,1992-12-22
39587,Irena,Hoppenstand,Engineer,1992-12-22,1999-12-23
39587,Irena,Hoppenstand,Senior Engineer,1999-12-23,9999-01-01
39601,Izaskun,Zockler,Engineer,1991-04-05,1998-06-19
39608,Leni,Ibel,Technique Leader,1988-03-02,1990-04-17
39609,Takushi,Raney,Engineer,1999-05-19,9999-01-01
39612,Lubomir,Asrin,Senior Staff,1999-05-13,9999-01-01
39629,Susanne,Rosin,Engineer,1992-10-29,2000-09-14
39631,Jiafu,Simmel,Senior Staff,1985-12-10,9999-01-01
39637,Stafford,Larfeldt,Engineer,1995-06-19,1996-08-13
39644,Jouni,Nastansky,Senior Staff,1996-11-14,9999-01-01
39644,Jouni,Nastansky,Staff,1990-11-15,1996-11-14
39652,Kitty,Keirsey,Engineer,1985-05-22,1994-05-22
39652,Kitty,Keirsey,Senior Engineer,1994-05-22,9999-01-01
39658,Cullen,Flexer,Assistant Engineer,1988-11-01,1995-11-02
39658,Cullen,Flexer,Engineer,1995-11-02,9999-01-01
39662,Honglan,Birrer,Staff,1989-06-02,1992-08-21
39671,Chenye,Hanabata,Senior Staff,1999-02-28,9999-01-01
